"date","company name","spend","impressions","likecount","commentcount","repostcount","total engagements","conversion","action","type","posturl","postcontent","profileurl","videourl","sharedposturl","created_at","size","url","number of faces","face emotion","face position","face area percentage %","objects","number of objects","primary object","primary object position","primary object area percentage %","secondary object","secondary object position","secondary object area percentage %","text","text length","dominant colour","cta","logos","logo 1 name","logo 1 position","logo 1 area percentage %","logo 2 name","logo 2 position","logo 2 area percentage %","number of persons","person area %","person area","style","tone","voice","sentiment","text area %","empty space %","topic","language","# faces","# persons","# objects","# text length"
"2023-08-17","rockwell-automation","2.00","159","5","0","1","6","0","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7097745417819344896","Technical troubles cause headaches and can inhibit production performance. Whether it is to quickly resolve production issues, improve training, or streamline software updates, the TechConnect Support can help your through these challenges. Find out more:https://rok.auto/3QNuoyR","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:55:54","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:29:51308585-1692234193757.jpeg","2","Joy","center","9.482738095","Glasses, Person, Person, Chair","4","Person","center-right","24.2057221","Glasses","center","2.687371385","Solve Issues|Faster with|TechConnect|KNOW MORE|RA Rockwell|Automation","63","darkgray","KNOW MORE","Rockwell Automation","Rockwell Automation","bottom-right","1.821428571","","","0","2","large","79.03865419","NA","Informative","Friendly","Positive","6.3","> 40%","Offerings","English","2 to 4","2 to 4","2 to 4","> 60"
"2023-08-22","rockwell-automation","15.88","673","55","0","6","61","19","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7099799172211478528","Make faster, more informed decisions with FactoryTalk® Analytics™ DataView. To succeed on the shop floor, you need the ability to look at plant data in the right context and analyze it quickly. FactoryTalk Analytics DataView is built to help you make the decisions that matter with an intuitive, browser-based interface. Watch the video to learn more https://rok.auto/3KQK1lk #industrialanalytics   #manufacturing","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:55:54","800x533","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:29:20537162-1692723846982.jpeg","2","Joy","center","3.902673546","Helmet, Person, Person, Laptop, Table top","5","Person","center-right","45.82977583","Person","center","18.38259207","","0","darkslategray","","","","","0","","","0","2","large","64.2123679","NA","Informative","NA","Positive","0","20% to 40%","Offerings","English","2 to 4","2 to 4","5 or more","N/A"
"2023-08-23","rockwell-automation","9.81","536","3","0","3","6","1","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7099918953677811712","Are you looking for one source of support packaged to meet your business needs? Join us for the third installment of our Integrated Service Agreement webinar series to learn how our Field Services can help customers increase uptime, optimize performance and support the lifecycle of their installed base. Register now to learn more: https://rok.auto/3KN0yGz","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:55:54","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:29:16782337-1692752406250.jpeg","2","Joy","top-right","1.741666667","Hat, Person, Person","3","Person","center-right","33.86997268","Person","bottom-center","9.886202144","Field Services|Scalable engineering expertise to|support your workforce and asset|lifecycle strategies|Wednesday, 6 Sep., 13:15 p.m. - 14:00p.m.|Live Webinar Australian Eastern Standard Time (GMT +10)|wwww|RA Rockwell|Automation","219","peru","","Rockwell Automation","Rockwell Automation","bottom-right","1.530654762","","","0","2","large","43.75617483","NA","Informative","Professional","Neutral","21.9","20% to 40%","Offerings","English","2 to 4","2 to 4","2 to 4","> 60"
"2023-08-17","rockwell-automation","0.64","317","8","0","0","8","1","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7097744634063319040","Technical troubles cause headaches and can inhibit production performance. Whether it is to quickly resolve production issues, improve training, or streamline software updates, the TechConnect Support can help your through these challenges. Find out more:https://rok.auto/45vsSVZ","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:56:37","800x420","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:44:25598727-1692234007866.jpeg","2","Joy","center","9.482738095","Glasses, Person, Person, Chair","4","Person","center-right","24.2057221","Glasses","center","2.687371385","Solve Issues|Faster with|TechConnect|KNOW MORE|RA Rockwell|Automation","63","darkgray","KNOW MORE","Rockwell Automation","Rockwell Automation","bottom-right","1.821428571","","","0","2","large","79.03865419","NA","NA","NA","NA","6.3","> 40%","Offerings","English","2 to 4","2 to 4","2 to 4","> 60"
"2023-08-18","rockwell-automation","22.48","1144","61","0","6","67","3","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7098415798502768640","Looking for a better way to keep project files documented, secure and available? With our cloud-based FactoryTalk Vault software, you can have secure industrial file storage right at your fingertips! Start having peace of mind today with FactoryTalk Vault. https://rok.auto/3sjJdin","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:56:37","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:44:11007464-1692394206030.jpeg","2","Joy","center-right","3.61","Person, Computer monitor, Person","3","Person","center-right","57.47807834","Computer monitor","center-left","25.93085294","0|lor|MAIL|DID|C&C|C|CI|1XLO","20","gray","","","","","0","","","0","2","large","81.05846565","","","","","1","10% to 20%","Offerings","English","2 to 4","2 to 4","2 to 4","20 to 40"
"2023-08-24","rockwell-automation","39.20","9600","272","7","40","319","7","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7100522700271456256","“Clock Tower Farms will engage employees and the community while serving as a showcase for manufacturers spanning diverse industries who want to see sustainable solutions in action.” - Blake Moret, Rockwell Automation Chairman & CEOStay tuned for updates on our collaborations with Fork Farms to build a highly automated, indoor 7,300-square-foot hydroponic vertical farm. 🌱 https://rok.auto/45IgthG","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:56:37","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:44:09645604-1692896528151.jpeg","0","","","0","Building, Building","2","Building","center","32.91744531","Building","bottom-right","9.054813089","111|DE","4","gainsboro","","","","","0","","","0","0","small","0","","","","","0.2","> 40%","Sustainability","English","0","0","2 to 4","< 20"
"2023-08-15","ge","860.26","64094","1653","5","68","1726","410","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7097056813006622720","GE in India wishes you all a Happy Independence Day. May the nation's spirit of freedom and innovation continue to inspire us all.#GEinIndia #IndependenceDay2023 #GEAerospace #GEVernova","https://www.linkedin.com/company/ge/","https://dms.licdn.com/playlist/vid/D4D05AQGAsMI29bFmIg/mp4-720p-30fp-crf28/0/1692012226193?e=1695031200&v=beta&t=RXaxpBdL0GJOi6DwVUGwzGTlAhJCnCXzaeLtesJ7okc","","2023-09-13 9:59:09","720x720","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:57200347-1692012217004.jpeg","0","","","0","Packaged goods","1","Packaged goods","center","94.12241042","","","0","","0","goldenrod","","General Electric","General Electric","top-right","0.8919753086","","","0","0","small","0","NA","NA","NA","NA","0","< 10%","Brand","English","0","0","1","N/A"
"2023-08-09","rockwell-automation","57.00","4573","216","9","16","241","59","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7095090897268215808","It and OT convergence is on the rise. With this convergence, we have seen an alarming increase in cyberattacks on vulnerable OT systems. Ahmik Hindman, Sr. Network & Security Solution Consultant at Rockwell Automation, sat down with Jim Davis from Edge Industry Review to chat about the strategies today's manufacturer's can implement to address their OT security concerns. Listen here: https://rok.auto/3DVsPXD#Ransomware #Phishing #OTCybersecurity #IndustrialCybersecurity","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","624x350","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:45:08622764-1691764253553.jpeg","1","Joy","top-right","0.4986263736","Person, Animal, Luggage & bags, Jeans","4","Person","center-right","9.639490353","Animal","bottom-right","21.88533586","Manufacturing is the|number one target for|ransomware|Ahmik Hindman|Sr. Network & Security Solution Consultant|RA Rockwell|Automation|******|.....|*********.","147","crimson","","Rockwell Automation","Rockwell Automation","bottom-left","1.57967033","","","0","1","small","9.639490353","","","","","14.7","> 40%","Cybersecurity","English","1","1","2 to 4","> 60"
"2023-08-07","rockwell-automation","5.30","544","47","1","2","50","10","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7094325423530004480","Embrace the power of remote access! Connect securely to customer equipment anytime, anywhere. This level of support bypasses travel expenses and gets straight to addressing any issues at hand. Get started today.  https://rok.auto/3qvwAja","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:59:41464913-1691418804341.jpeg","2","Joy","bottom-right","3.641666667","Person, Laptop, Person, Clothing, Computer keyboard, Picture frame","6","Person","center","37.96058719","Person","bottom-right","14.86449098","EVENE|Mack Bom","12","darkslategray","","","","","0","","","0","2","large","52.82507817","","","","","0.6","> 40%","Cybersecurity","English","2 to 4","2 to 4","5 or more","< 20"
"2023-08-08","rockwell-automation","6.87","345","19","0","9","28","9","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7094720448868859904","Discover three ways Software as a Service (SaaS) can transform your manufacturing business in our new eBook. Get started today: https://rok.auto/3DP7z6a","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","520x320","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:59:05256092-1691512985611.jpeg","0","","","0","Tie","1","Tie","top-center","5.809854127","","","0","通|週|白|201|中|wwww|ww|((|D","15","darkslategray","","","","","0","","","0","0","small","0","","","","","0.75","> 40%","Digital Transformation","English","0","0","1","20 to 40"
"2023-08-17","ge","46.79","3934","255","3","4","262","81","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7097900861879705600","During his recent visit to India, Mohamed Ali shared his insights on the engineering opportunities at the John F. Welch Technology Center (JFWTC).""It’s not just a design and analysis center, but a center with full 360° engineering opportunities,"" says Mohamed Ali, Vice President of Engineering at GE Aerospace.To hear his thoughts and learn about other updates from GE Aerospace, subscribe here: https://lnkd.in/dZgeC_aS#GEinIndia #GEAerospace #Turbo","https://www.linkedin.com/company/ge/","","","2023-09-13 9:59:09","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:54248607-1692271437179.jpeg","1","Joy","top-center","5.921111111","Glasses, Tie, Person, Suit","4","Person","center","53.79269209","Tie","bottom-center","3.84690767","Mohamed Ali|Vice President of Engineering at GE Aerospace|ce|Offering 360°|engineering|opportunities","94","dimgray","","","","","0","","","0","1","large","53.79269209","","","","","4.7","20% to 40%","Employee Branding","English","1","1","2 to 4","> 60"
"2023-08-21","ge","68.56","6155","580","31","1","612","56","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7099325158380740608","Meet Vivek Verma, Senior Sales Director for commercial engines and services at GE Aerospace. Vivek manages key accounts and drives marketing activities in the South Asia region.Managing complex customer requirements and aligning them with GE's business goals gives him a sense of fulfillment.Across his journey of 11 years, Vivek has worked with a spectrum of GE businesses – Global Growth Organisation, Locomotives, Oil & Gas, Power, and now Aerospace. The experience has taught him to be flexible and adapt","https://www.linkedin.com/company/ge/","","","2023-09-13 9:59:09","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:41404510-1692611015027.jpeg","1","Joy","top-center","3.091666667","Person, Glasses, Coat","3","Person","center","33.11860245","Coat","bottom-center","23.11543925","(GE)","3","rosybrown","","General Electric","General Electric","top-right","0.7366666667","","","0","1","large","33.11860245","NA","NA","NA","NA","0.15","> 40%","Employee Branding","English","1","1","2 to 4","< 20"
"2023-08-21","ge","62.48","33129","210","0","8","218","64","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7099396496365613057","We’re back with the latest GE Brief! 😎 Want to know what's in store?🌐Orchestrating Tomorrow’s Grid✈️ Can I Get an Airlift?🇺🇸 Strazik Speaking at the White HouseDon't miss out:https://lnkd.in/ex_Y7sYF","https://www.linkedin.com/company/ge/","","https://www.linkedin.com/pulse/ge-brief-august-21-2023-ge?trackingId=95dFMRFdzrZ9yO24NOItxA%3D%3D","2023-09-13 9:59:09","752x423","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:32169307-1692297826618.png","0","","","0","","0","","","0","","","0","GE|The|GE Brief","12","midnightblue","","GE Transportation","GE Transportation","center","17.00838741","","","0","0","","0","NA","NA","NA","NA","1.2","> 40%","Events","English","0","0","0","< 20"
"2023-08-30","ge","549.98","22199","591","3","48","642","16","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7102651544268873728","[TUNE IN] On September 6th, watch a one-of-a-kind leadership summit bringing together CEOs, athletes and creators to discuss the business of improvement. RSVP below. #TheLeanMindsethttps://lnkd.in/gsxDkMDX","https://www.linkedin.com/company/ge/","https://dms.licdn.com/playlist/vid/D4E10AQHPueOy-OcgQQ/mp4-720p-30fp-crf28/0/1693404067681?e=1695031200&v=beta&t=whmEeAVszhCkT4VfDSLNrgr6F7VQ1wEpYudb4_Z7Lvo","","2023-09-13 9:59:09","720x720","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:47243630-1693404033341.jpeg","0","","","0","Packaged goods","1","Packaged goods","center","92.90446112","","","0","(GE)|THE LEAN MINDSET|THE PURSUIT OF PROGRESS|LIVE|SEPTEMBER 6, 2023","63","midnightblue","","General Electric","General Electric","top-center","1.25","","","0","0","small","0","Modern","Informative","Friendly","Positive","6.3","< 10%","Events","English","0","0","1","> 60"
"2023-08-16","rockwell-automation","31.18","1874","151","0","16","167","5","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7097651532996767744","Ready to increase uptime and accelerate speed to market? #PACKEXPO is back in Las Vegas September 11-13 and we hope to see you there. Let's chat at Booth SL-6127! https://rok.auto/3OF71Vb","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:45:05379724-1692211808524.jpeg","5","Joy","top-right","0.4783333333","Television, Person, Person, Pants, Person, Pants, Cabinetry, Person","8","Person","center-right","12.79032111","Person","center-left","11.60812872","RA|NOR|Rockwell|Automation|h|7|H|ybersecurity Services|crease|Network|Protect|Critica|Insights|Gained|Eme|TOTH|PACK September 11-13, 2023|EXPO Las Vegas, Nevada USA|LAS VEGAS|De","157","silver","","","","","0","","","0","4","medium","32.81671299","NA","NA","NA","NA","7.85","> 40%","Events","English","5 or more","2 to 4","5 or more","> 60"
"2023-08-29","ge","23.51","1981","107","1","3","111","36","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7102273368501985280","GE Aerospace's GEnx engine family soars past an incredible milestone, surpassing 50 million flight hours in under 12 years!This is the fastest rate ever for a commercial widebody engine. 👏The GEnx-1B, which powers the Boeing 787 Dreamliner family, has accumulated nearly 32 million hours since entering service in 2012. The GEnx-2B has accumulated 18 million hours since entering service in 2011 on the Boeing 747-8.Learn more about the GEnx’s milestone: https://lnkd.in/dM7tqk86#GEinIndia #GEAerospace #GEn","https://www.linkedin.com/company/ge/","https://dms.licdn.com/playlist/vid/D4D05AQHkE-zT9Zae6g/mp4-720p-30fp-crf28/0/1693313921732?e=1695031200&v=beta&t=Vvw8R6XQOTzU047t9qSeBb-zMPWW0Qrg4Z0YF_8PTmI","","2023-09-13 9:59:09","640x360","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:38655631-1693313917394.jpeg","0","","","0","","0","","","0","","","0","","0","black","","","","","0","","","0","0","","0","Modern","Informative","Professional","Positive","0","> 40%","Offerings","English","0","0","0","N/A"
"2023-08-07","rockwell-automation","57.12","13037","137","0","26","163","6","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7094428528498135040","Discover the secrets of seamless system migration in The Journal’s latest Automation Chat episode 🔍. Uncover the power of DCSNext, a repeatable and meticulous step-by-step process designed to assist in the transition from legacy systems to modern distributed control systems.Join this engaging conversation with esteemed industry professionals: Nick Kristan, Process Solutions Manager, and Scott Hayes, DCSNext Portfolio Manager, both from Rockwell Automation. Gain valuable insights into the Front-End Load","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","800x550","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:59:00377287-1691443385132.jpeg","0","","","0","Packaged goods","1","Packaged goods","center","69.86098377","","","0","DCSNext|A Full-Service DCS|Migration Solution|MATCNT|-CHUFC0101-N4-57-CN2|TH92 121|EN LAS COURTWN INCT GRIS COLEXH|IN GDLCORALININ","122","lightgray","","","","","0","","","0","0","small","0","Modern","Informative","Friendly","Positive","12.2","10% to 20%","Offerings","English","0","0","1","> 60"
"2023-08-16","ge","1012.08","167419","730","8","82","820","219","GE reposted this","Image","https://www.linkedin.com/feed/update/urn:li:activity:7097699553377714177","An awe-inspiring audio journey. 🎧 For the first time, you can hear our jet engines like you’ve never heard them before – in a fully immersive 3D soundscape. Fasten your seatbelts, listen up and enjoy the ride. ✈️Stay tuned for the full playlist.  #SoundofFlight #AvGeek #aviation","https://www.linkedin.com/company/ge/","","","2023-09-13 9:59:09","800x800","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:23:33723162-1692223442208.jpeg","0","","","0","Wheel","1","Wheel","bottom-right","10.99713399","","","0","AN EAR|FOR ENGINES?|Hear our commercial|jet engines in a stunning|3D soundscape.|Listen now on Spotify|SOUND OF FLIGHT|EXPERIENCE","121","black","Listen now on Spotify","","","","0","","","0","0","small","0","Modern","Inspirational","Friendly","Positive","12.1","> 40%","Offerings","English","0","0","1","> 60"
"2023-08-18","rockwell-automation","62.78","2782","64","0","6","70","20","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7098309597727227904","We are excited to join forces with Technology Partner, WIN-911, at NRWA WaterPro Conference 2023 in Aurora, CO this September. Our co-hosted session, ""Advanced Technology Helps Rural Water Utilities Build a More Sustainable Future"", will be led by Win-911 and Rockwell Automation experts and will speak to digital transformation in rural water & wastewater utilities. Find more information on this great event in the link below. We hope to see you there! #waterindustry #sustainability #waterproconference","https://www.linkedin.com/company/rockwell-automation/","","https://rok.auto/45fchpF","2023-09-13 9:58:06","800x533","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:59:10618623-1692368889770.jpeg","0","","","0","Building","1","Building","top-center","39.68365726","","","0","LT","1","darkslategray","","","","","0","","","0","0","small","0","NA","Informative","Friendly","Positive","0.05","> 40%","Sustainability","English","0","0","1","< 20"
"2023-08-08","rockwell-automation","1.45","129","12","0","0","12","2","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7094542788268048384","[로크웰 오토메이션, 포스코HY클린메탈  이차전지 리사이클링 공장 분산제어시스템(DCS) 구축 완료]본 시스템 구축은 국내 최초로 로크웰 오토메이션의 PlantPAx 5.0 분산제어시스템을 이용한 공정 자동화로  생산성과 지속가능성, 그리고 품질이 향상될 것으로 기대됩니다.앞으로도 로크웰 오토메이션은 이차전지 산업과 폐배터리 리사이클링 프로젝트에 필요한 전문적인 자동화 솔루션과 ","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:59:28794462-1691470806886.jpeg","0","","","0","Building, Building, Building","3","Building","center","23.21657528","Building","center-left","1.627046076","TELE|MI|MAE|-|ரா|FRER|P|DRD|JANE","23","lightsteelblue","","","","","0","","","0","0","small","0","Modern","Informative","Friendly","Positive","1.15","> 40%","Offerings","Korean","0","0","2 to 4","20 to 40"
"2023-08-10","rockwell-automation","14.51","1253","4","0","0","4","0","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7095207942538334209","전 세계 탄소중립 정책에 발맞춰 전기차 및 배터리의 수요가 지속적으로 증가함에 따라 전기차 및 배터리 제조업체들은 다양한 과제에 직면해 있습니다.전기차 및 배터리 산업을 위한 완전한 포트폴리오를 제시하는 로크웰 오토메이션은 실제 고객 사례를 기반으로 귀사의 상황에 맞는 가장 적합한 해결 방안을 제시해 드리고자 합니다.지금 사전 등록을 하시고 웨비나에 참가하셔서","https://www.linkedin.com/company/rockwell-automation/","","","2023-09-13 9:58:06","800x400","https://rocketium.com/images/cran/prod/assets/2023-09-12-13:58:58840690-1691629207602.jpeg","0","","","0","Car, Wheel, Wheel, Tire","4","Car","center","24.19434497","Wheel","bottom-center","1.937150448","","0","darkslategray","","","","","0","","","0","0","small","0","NA","NA","NA","NA","0","> 40%","Sustainability","Korean","0","0","2 to 4","N/A"
"2023-08-22","ge","147.19","7735","743","3","8","754","123","Post","Image","https://www.linkedin.com/feed/update/urn:li:activity:7099605642268618753","Sincere gratitude to all shareholders of GE T&D India Limited who participated in our 67th Annual General Meeting yesterday. The virtual participation of shareholders from various corners of the nation elevated the significance of this meeting.Chairman, Mahesh Palashikar led the meeting, accompanied by MD & CEO, Sandeep Zanzaria and the Board of Directors.#GEinIndia #GETandDIndiaAGM2023 #ShareholderUnity","https://www.linkedin.com/company/ge/","","","2023-09-13 9:59:42","800x426","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:24:09860592-1692677883629.jpeg","7","Joy","center","0.07042253521","Person, Person","2","Person","center-left","0.9053635064","Person","center-left","0.8685541067","POWERING THE NEW INDIA|Sanjay Sar|Innt Direct|Rakh Nath|Del|Johan Bi|Director|(GE|67TH ANNUAL|GENERAL MEETING|Anupriya Garg|Mahesh Shrikhna Pales|Sandeep Zanaria|Managing Doctor & Cro|GE T&D India Limited|CHAMPIONING A NEW ERA OF ENERGY|Sashil Kumar|Whole-Brue (dmiter &00|Neers Sa|Indiendo De|Dr. S. Parikh|Vdeperdiet Char","301","darkslategray","","General Electric, General Electric","General Electric","top-center","1.163438967","General Electric","top-center","5.180457746","2","small","1.773917613","","","","","15.05","> 40%","Brand","English","5 or more","2 to 4","2 to 4","> 60"
"2023-08-24","siemens","71.83","6459","405","5","13","423","25","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7100478157178163200","🔍 Join us on a captivating journey into the Industrial Metaverse with ""Mr. Metaverse"" Theo Papadopoulos, as we explore the key differences to its commercial counterpart and its possibilities for immersive experiences and real-time collaboration. Discover how this vision is transforming industries and solving real-world problems. Tune in to the latest episode of Human&AI now!👉 https://sie.ag/3OHdeQB","https://www.linkedin.com/company/siemens/","https://dms.licdn.com/playlist/vid/D4E10AQHtXlC1ZRmqQg/mp4-720p-30fp-crf28/0/1692885909606?e=1695031200&v=beta&t=TWdTMoCZRvuf-oEs8EjYHgLag6SUSUKsf2vt6jPHUkM","","2023-09-13 10:04:08","720x720","https://rocketium.com/images/cran/prod/assets/2023-09-12-15:32:22619129-1692885904152.jpeg","1","Joy","center","9.679012346","Person, Glasses","2","Person","center","39.70883841","Glasses","top-center","9.276037857","SIEMENS|HUMAN&A|mind, machines & the gradient descent|THEO|PAPADOPOULOS|Industrial Metaverse Evangelist at Siemens|In the real engineering cases it's not for fun, like cats,|dogs, as you said before for the internet.","208","darkgray","","","","","0","","","0","1","large","39.70883841","Modern","Informative","Friendly","Positive","20.8","20% to 40%","Digital Transformation","English","1","1","2 to 4","> 60"
"2023-08-09","ge","18.57","2476","210","0","4","214","62","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7095067207436509188","Helping Women Fly ✈️As a GE Aerospace engineer, Nolita Lewis's central motivator is sharing with girls what she's learned as an engineer and a woman of color. ""I started volunteering with GE from almost the moment I started working for them in 2003,"" she says. #GEProud #STEM Read more about Lewis's efforts here: https://lnkd.in/exPDbA29","https://www.linkedin.com/company/ge/","","https://blog.geaerospace.com/people/nolita-lewis-teaches-girls-to-soar-using-stem-skills/","2023-09-13 10:02:06","800x500","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:53:51748111-1691595842155.jpeg","1","Joy","top-center","5.6625","Shirt, Person","2","Person","center","54.11104348","Shirt","bottom-center","29.28988057","","0","peru","","","","","0","","","0","1","large","54.11104348","NA","NA","NA","NA","0","10% to 20%","Diversity and Inclusion","English","1","1","2 to 4","N/A"
"2023-08-10","ge","134.20","7279","557","5","9","571","161","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7095415264124497920","Leading The Way 🤝Last week, GE Vernova announced two new leaders to its leadership team. Dan Garceau was named Operations and Lean Leader, and Pablo Koziner will join as the Strategy Leader for GE Vernova. Together, their proven leadership and expertise will help us lead GE Vernova forward as we continue to both electrify and decarbonize the world. #GEProud Read more about our leaders here: https://lnkd.in/e3v68Mzu","https://www.linkedin.com/company/ge/","","https://www.ge.com/news/press-releases/ge-vernova-announces-two-additions-to-leadership-team","2023-09-13 10:02:06","800x449","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:54:01723214-1691678825213.jpeg","0","","","0","","0","","","0","","","0","GE|GE VERNOVA","11","teal","","General Electric, GE Appliances","General Electric","center-left","6.905902004","GE Appliances","center","30.73997773","0","","0","NA","NA","NA","NA","1.1","> 40%","Employee Branding","English","0","0","0","< 20"
"2023-08-15","siemens","704.95","50101","612","12","16","640","83","Post","Video (LinkedIn Source)","https://www.linkedin.com/feed/update/urn:li:activity:7097125619087405057","Russell is a passionate sailor who works a four-day week to increase his chances of hitting the right weather conditions and spending more time out on the water.","https://www.linkedin.com/company/siemens/","https://dms.licdn.com/playlist/vid/D5610AQF_WxGEkzcOuw/mp4-720p-30fp-crf28/0/1692086600757?e=1695031200&v=beta&t=hDVbP1NYMNYfJp0lns1XpfIiQZGWEAi76qxB6CqWs4g","","2023-09-13 10:04:08","720x480","https://rocketium.com/images/cran/prod/assets/2023-09-12-15:32:08491058-1692086567049.jpeg","1","Joy","top-center","3.532986111","Person, Furniture, Table top","3","Person","center","41.11198325","Furniture","bottom-left","1.588852629","SIEMENS","6","darkslategray","","","","","0","","","0","1","large","41.11198325","NA","NA","NA","NA","0.3","> 40%","Employee Branding","English","1","1","2 to 4","< 20"
"2023-08-04","ge","433.13","18982","1062","16","35","1113","144","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7093270116116623360","GE Vernova’s secures a project in Ireland! 🇮🇪The Shannonbridge Power Plant, featuring eight of GE Power's LM2500XPRESS gas turbines, will bolster Ireland's electricity supply with up to 264 MW of reserve power. 🔋Find out more details here:https://lnkd.in/eGmZtZTz","https://www.linkedin.com/company/ge/","","https://www.ge.com/news/press-releases/ge-vernova-secures-eight-unit-aeroderivative-order-from-the-electricity-supply-board","2023-09-13 9:59:42","800x450","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:38:12638828-1691167382158.jpeg","0","","","0","Building","1","Building","center","66.364647","","","0","KI","1","darkgray","","","","","0","","","0","0","small","0","NA","NA","NA","NA","0.05","20% to 40%","Offerings","English","0","0","1","< 20"
"2023-08-14","ge","161.64","44985","2114","15","71","2200","36","Post","Article","https://www.linkedin.com/feed/update/urn:li:activity:7096912869111279616","In less than 12 years, GE Aerospace’s GEnx engine family has surpassed an amazing milestone: 50 million flight hours! ✈️This is the fastest rate ever for a commercial widebody engine. 👏 #Aviation #GEnxPowerFind out more here:https://bit.ly/450ZSpm","https://www.linkedin.com/company/ge/","","https://blog.geaerospace.com/product/genx-engine-family-surpasses-50-million-flight-hours/","2023-09-13 9:59:42","800x500","https://rocketium.com/images/cran/prod/assets/2023-09-12-14:37:45203073-1692035882016.jpeg","0","","","0","Lighting, Wheel","2","Lighting","center","68.49633579","Wheel","center","33.48673563","WHE","2","silver","","","","","0","","","0","0","small","0","NA","Informative","NA","Positive","0.1","< 10%","Offerings","English","0","0","2 to 4","< 20"
